nome,sexo,instituicao,uf,nivel_bolsa,area_atuacao,ano_conclusao_doutorado,url,google_scholar,vigencia_inicio,vigencia_termino,situacao
Julio Cesar Sampaio do Prado Leite,Masculino,UFBA,BA,PQ-SR,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Julio+Cesar+Sampaio+do+Prado+Leite,,01/03/2024,31/07/2029,Em folha de pagamento
Júlio César Silva Araújo,Masculino,UFC,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Júlio+César+Silva+Araújo,,01/08/2025,31/07/2028,Em folha de pagamento
Jurandir de Oliveira Lopes,Indefinido,UFPI,PI,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Jurandir+de+Oliveira+Lopes,,01/08/2025,31/07/2028,Em folha de pagamento
Jurandy Gomes de Almeida Junior,Indefinido,UFSCAR,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Jurandy+Gomes+de+Almeida+Junior,,01/03/2024,31/07/2027,Em folha de pagamento
Jussara Marques de Almeida Goncalves,Indefinido,UFMG,MG,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Jussara+Marques+de+Almeida+Goncalves,,01/03/2020,31/07/2026,Em folha de pagamento
Karin Becker,Feminino,UFRGS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Karin+Becker,,01/03/2023,31/07/2026,Em folha de pagamento
Katia Romero Felizardo Scannavino,Feminino,UTFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Katia+Romero+Felizardo+Scannavino,,01/03/2023,31/07/2026,Em folha de pagamento
Kelvin Lopes Dias,Masculino,UFPE,PE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Kelvin+Lopes+Dias,,01/03/2024,31/07/2027,Em folha de pagamento
Kleber Vieira Cardoso,Masculino,UFG,GO,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Kleber+Vieira+Cardoso,,01/08/2025,31/07/2028,Em folha de pagamento
Kleinner Silva Farias de Oliveira,Indefinido,UNISINOS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Kleinner+Silva+Farias+de+Oliveira,,01/08/2025,31/07/2028,Em folha de pagamento
Leandro Alves Neves,Masculino,UNESP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leandro+Alves+Neves,,01/08/2025,31/07/2028,Em folha de pagamento
Leandro Aparecido Villas,Masculino,UNICAMP,SP,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leandro+Aparecido+Villas,,01/03/2022,31/07/2026,Em folha de pagamento
Leandro Augusto Frata Fernandes,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leandro+Augusto+Frata+Fernandes,,01/08/2025,31/07/2028,Em folha de pagamento
Leandro Dias da Silva,Masculino,UFAL,AL,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leandro+Dias+da+Silva,,01/08/2025,31/07/2028,Em folha de pagamento
Leandro Santiago de Araujo,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leandro+Santiago+de+Araujo,,01/08/2025,31/07/2028,Em folha de pagamento
Lehilton Lelis Chaves Pedrosa,Indefinido,UNICAMP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Lehilton+Lelis+Chaves+Pedrosa,,01/03/2024,31/07/2027,Em folha de pagamento
Leobino Nascimento Sampaio,Indefinido,UFBA,BA,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leobino+Nascimento+Sampaio,,01/08/2025,31/07/2028,Em folha de pagamento
Leonardo Chaves Dutra da Rocha,Masculino,UFSJ,SE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leonardo+Chaves+Dutra+da+Rocha,,01/08/2025,31/07/2028,Em folha de pagamento
Leonardo Gresta Paulino Murta,Masculino,UFF,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leonardo+Gresta+Paulino+Murta,,01/03/2024,31/07/2028,Em folha de pagamento
Leopoldo Motta Teixeira,Masculino,UFPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Leopoldo+Motta+Teixeira,,01/08/2025,31/07/2028,Em folha de pagamento
Lilian Berton,Feminino,UNIFESP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Lilian+Berton,,01/03/2023,31/07/2026,Em folha de pagamento
Lisandro Zambenedetti Granville,Indefinido,UFRGS,RS,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Lisandro+Zambenedetti+Granville,,01/03/2022,31/07/2026,Em folha de pagamento
Lucas Francisco Wanner,Masculino,UNICAMP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Lucas+Francisco+Wanner,,01/08/2025,31/07/2028,Em folha de pagamento
Lúcia Maria de Assumpção Drummond,Feminino,UFF,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Lúcia+Maria+de+Assumpção+Drummond,,01/03/2022,31/07/2026,Em folha de pagamento
Luciana Porcher Nedel,Feminino,UFRGS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luciana+Porcher+Nedel,,01/08/2025,31/07/2028,Em folha de pagamento
Luciano Antonio Digiampietri,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luciano+Antonio+Digiampietri,,01/08/2025,31/07/2028,Em folha de pagamento
Luciano da Fontoura Costa,Masculino,USP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luciano+da+Fontoura+Costa,,01/03/2024,31/07/2029,Em folha de pagamento
Luciano Paschoal Gaspary,Masculino,UFRGS,RS,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luciano+Paschoal+Gaspary,,01/08/2025,31/07/2030,Em folha de pagamento
Luciano Rebouças de Oliveira,Masculino,UFBA,BA,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luciano+Rebouças+de+Oliveira,,01/08/2025,31/07/2028,Em folha de pagamento
Luerbio Faria,Indefinido,UERJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luerbio+Faria,,01/03/2023,31/07/2026,Em folha de pagamento
Luidi Gelabert Simonetti,Indefinido,UFRJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luidi+Gelabert+Simonetti,,01/03/2024,31/07/2027,Em folha de pagamento
Luigi Carro,Masculino,UFRGS,RS,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luigi+Carro,,01/03/2023,31/07/2028,Em folha de pagamento
Luis Carlos Erpen de Bona,Masculino,UFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luis+Carlos+Erpen+de+Bona,,01/03/2023,31/07/2026,Em folha de pagamento
Luís da Cunha Lamb,Masculino,UFRGS,RS,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luís+da+Cunha+Lamb,,01/03/2021,31/07/2026,Suspenso
Luis Enrique Zárate Gálvez,Masculino,PUC Minas,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luis+Enrique+Zárate+Gálvez,,01/08/2025,31/07/2028,Em folha de pagamento
Luís Felipe Ignácio Cunha,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luís+Felipe+Ignácio+Cunha,,01/08/2025,31/07/2028,Em folha de pagamento
Luis Gustavo Nonato,Masculino,USP,SP,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luis+Gustavo+Nonato,,01/03/2022,31/07/2026,Em folha de pagamento
Luis Henrique Maciel Kosmalski Costa,Masculino,UFRJ,RJ,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luis+Henrique+Maciel+Kosmalski+Costa,,01/03/2022,31/07/2026,Em folha de pagamento
Luiz Chaimowicz,Indefinido,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Chaimowicz,,01/03/2024,31/07/2027,Em folha de pagamento
Luiz Eduardo Soares de Oliveira,Indefinido,UFPR,PR,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Eduardo+Soares+de+Oliveira,,01/03/2023,31/07/2027,Em folha de pagamento
Luiz Fernando Bittencourt,Indefinido,UNICAMP,SP,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Fernando+Bittencourt,,01/03/2024,31/07/2028,Em folha de pagamento
Luiz Fernando Rust da Costa Carmo,Indefinido,INMETRO,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Fernando+Rust+da+Costa+Carmo,,01/08/2025,31/07/2028,Em folha de pagamento
Luiz Filipe Menezes Vieira,Indefinido,UFMG,MG,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Filipe+Menezes+Vieira,,01/03/2023,31/07/2027,Em folha de pagamento
Luiz Gustavo Leão Fernandes,Indefinido,PUCRS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Gustavo+Leão+Fernandes,,01/03/2023,31/07/2026,Em folha de pagamento
Luiz Marcos Garcia Goncalves,Indefinido,UFRN,RN,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Marcos+Garcia+Goncalves,,01/08/2025,31/07/2028,Em folha de pagamento
Luiz Satoru Ochi,Indefinido,UFF,RJ,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiz+Satoru+Ochi,,01/03/2022,31/07/2026,Em folha de pagamento
Luiza de Macedo Mourelle,Feminino,UERJ,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Luiza+de+Macedo+Mourelle,,01/03/2022,31/07/2026,Em folha de pagamento
Magnos Martinello,Indefinido,UFES,ES,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Magnos+Martinello,,01/03/2024,31/07/2027,Em folha de pagamento
Manoel Bezerra Campêlo Neto,Masculino,UFC,CE,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Manoel+Bezerra+Campêlo+Neto,,01/03/2023,31/07/2027,Em folha de pagamento
Manoel Gomes de Mendonça Neto,Masculino,UFBA,BA,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Manoel+Gomes+de+Mendonça+Neto,,01/03/2024,31/07/2027,Em folha de pagamento
Manuel Menezes de Oliveira Neto,Masculino,UFRGS,RS,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Manuel+Menezes+de+Oliveira+Neto,,01/03/2023,31/07/2027,Em folha de pagamento
Marcella Scoczynski Ribeiro Martins,Feminino,UTFPR,PR,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcella+Scoczynski+Ribeiro+Martins,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo Caggiani Luizelli,Masculino,UNIPAMPA,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Caggiani+Luizelli,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo de Almeida Maia,Masculino,UFU,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+de+Almeida+Maia,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo Fantinato,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Fantinato,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo Finger,Masculino,USP,SP,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Finger,,01/03/2023,31/07/2027,Em folha de pagamento
Marcelo Garcia Manzato,Masculino,USP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Garcia+Manzato,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo Keese Albertini,Masculino,UFU,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Keese+Albertini,,01/03/2023,31/07/2026,Em folha de pagamento
Marcelo Lobosco,Masculino,UFJF,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Lobosco,,01/08/2025,31/07/2028,Em folha de pagamento
Marcelo Teixeira,Masculino,UTFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Teixeira,,01/03/2024,31/07/2027,Em folha de pagamento
Marcelo Walter,Masculino,UFRGS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Walter,,01/03/2024,31/07/2027,Em folha de pagamento
Marcelo Zanchetta do Nascimento,Masculino,UFU,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcelo+Zanchetta+do+Nascimento,,01/08/2025,31/07/2028,Em folha de pagamento
Marcia Helena Costa Fampa,Feminino,UFRJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcia+Helena+Costa+Fampa,,01/03/2023,31/07/2026,Em folha de pagamento
Márcio Bastos Castro,Masculino,UFSC,SE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Márcio+Bastos+Castro,,01/03/2024,31/07/2027,Em folha de pagamento
Márcio de Medeiros Ribeiro,Masculino,UFAL,AL,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Márcio+de+Medeiros+Ribeiro,,01/03/2022,31/07/2026,Em folha de pagamento
Márcio Dorn,Masculino,UFRGS,RS,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Márcio+Dorn,,01/08/2025,31/07/2029,Em folha de pagamento
Márcio Porto Basgalupp,Masculino,UNIFESP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Márcio+Porto+Basgalupp,,01/03/2023,31/07/2026,Suspenso
Marco Antonio Casanova,Masculino,PUC-Rio,RJ,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marco+Antonio+Casanova,,01/03/2022,31/07/2026,Em folha de pagamento
Marco Serpa Molinaro,Masculino,PUC-Rio,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marco+Serpa+Molinaro,,01/08/2025,31/07/2028,Em folha de pagamento
Marco Tulio de Oliveira Valente,Masculino,UFMG,MG,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marco+Tulio+de+Oliveira+Valente,,01/03/2024,31/07/2028,Em folha de pagamento
Marcos André Gonçalves,Masculino,UFMG,MG,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+André+Gonçalves,,01/08/2025,31/07/2029,Em folha de pagamento
Marcos Antonio Simplicio Junior,Masculino,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+Antonio+Simplicio+Junior,,01/03/2024,31/07/2027,Em folha de pagamento
Marcos Augusto Menezes Vieira,Masculino,UFMG,MG,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+Augusto+Menezes+Vieira,,01/03/2024,31/07/2028,Em folha de pagamento
Marcos de Oliveira Lage Ferreira,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+de+Oliveira+Lage+Ferreira,,01/08/2025,31/07/2028,Em folha de pagamento
Marcos Eduardo Ribeiro do Valle Mesquita,Masculino,UNICAMP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+Eduardo+Ribeiro+do+Valle+Mesquita,,01/08/2025,31/07/2028,Em folha de pagamento
Marcos Gonçalves Quiles,Masculino,UNIFESP,SP,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+Gonçalves+Quiles,,01/08/2025,31/07/2028,Em folha de pagamento
Marcos Kalinowski,Masculino,PUC-Rio,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcos+Kalinowski,,01/03/2024,31/07/2028,Em folha de pagamento
Marcus Rolf Peter Ritt,Masculino,UFRGS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcus+Rolf+Peter+Ritt,,01/03/2023,31/07/2026,Em folha de pagamento
Marcus Vinicius Soledade Poggi de Aragao,Masculino,PUC-Rio,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marcus+Vinicius+Soledade+Poggi+de+Aragao,,01/03/2022,31/07/2026,Suspenso
Maria Andréia Formico Rodrigues,Feminino,UNIFOR,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Maria+Andréia+Formico+Rodrigues,,01/03/2024,31/07/2027,Em folha de pagamento
Maria Cecília Calani Baranauskas,Feminino,UNICAMP,SP,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Maria+Cecília+Calani+Baranauskas,,01/03/2024,31/07/2028,Em folha de pagamento
Maria Cristina Ferreira de Oliveira,Feminino,USP,SP,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Maria+Cristina+Ferreira+de+Oliveira,,01/08/2025,31/07/2030,Em folha de pagamento
Maria do Carmo Nicoletti,Feminino,UFSCAR,SE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Maria+do+Carmo+Nicoletti,,01/08/2025,31/07/2028,Em folha de pagamento
Mariana Luderitz Kolberg,Feminino,UFRGS,RS,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mariana+Luderitz+Kolberg,,01/08/2025,31/07/2028,Em folha de pagamento
Mariana Recamonde Mendoza,Feminino,UFRGS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mariana+Recamonde+Mendoza,,01/08/2025,31/07/2026,Em folha de pagamento
Mario Antonio Ribeiro Dantas,Masculino,UFJF,MG,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mario+Antonio+Ribeiro+Dantas,,01/08/2025,31/07/2028,Em folha de pagamento
Mario Fernando Montenegro Campos,Masculino,UFMG,MG,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mario+Fernando+Montenegro+Campos,,01/03/2022,31/07/2026,Em folha de pagamento
Mario Lemes Proença Junior,Masculino,UEL,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mario+Lemes+Proença+Junior,,01/03/2023,31/07/2026,Em folha de pagamento
Mario Roberto Folhadela Benevides,Masculino,UFF,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mario+Roberto+Folhadela+Benevides,,01/03/2023,31/07/2026,Em folha de pagamento
Marley Maria Bernardes Rebuzzi Vellasco,Feminino,PUC-Rio,RJ,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marley+Maria+Bernardes+Rebuzzi+Vellasco,,01/08/2025,31/07/2030,Em folha de pagamento
Marta Lima de Queiros Mattoso,Feminino,UFRJ,RJ,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Marta+Lima+de+Queiros+Mattoso,,01/03/2023,31/07/2027,Em folha de pagamento
Mauricio Ayala Rincon,Masculino,UnB,DF,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mauricio+Ayala+Rincon,,01/03/2022,31/07/2026,Em folha de pagamento
Mauro Antonio Rincon,Masculino,UFRJ,RJ,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mauro+Antonio+Rincon,,01/03/2023,31/07/2026,Em folha de pagamento
Mauro Sergio Pereira Fonseca,Masculino,UTFPR,PR,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mauro+Sergio+Pereira+Fonseca,,01/08/2025,31/07/2028,Em folha de pagamento
Maycon Leone Maciel Peixoto,Indefinido,UFBA,BA,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Maycon+Leone+Maciel+Peixoto,,01/08/2025,31/07/2028,Em folha de pagamento
Michele Nogueira Lima,Feminino,UFMG,MG,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Michele+Nogueira+Lima,,01/08/2025,31/07/2029,Em folha de pagamento
Miguel Elias Mitre Campista,Masculino,UFRJ,RJ,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Miguel+Elias+Mitre+Campista,,01/08/2025,31/07/2029,Em folha de pagamento
Milton Yutaka Nishiyama Junior,Masculino,IBU,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Milton+Yutaka+Nishiyama+Junior,,01/03/2023,31/07/2026,Em folha de pagamento
Mirella Moura Moro,Feminino,UFMG,MG,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mirella+Moura+Moro,,01/06/2023,31/07/2026,Em folha de pagamento
Mitre Costa Dourado,Masculino,UFRJ,RJ,PQ-B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Mitre+Costa+Dourado,,01/08/2025,31/07/2029,Em folha de pagamento
Moacir Antonelli Ponti,Indefinido,USP,SP,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Moacir+Antonelli+Ponti,,01/03/2024,31/07/2027,Em folha de pagamento
Monalessa Perini Barcellos,Indefinido,UFES,ES,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Monalessa+Perini+Barcellos,,01/08/2025,31/07/2028,Em folha de pagamento
Myriam Regattieri De Biase da Silva Delgado,Feminino,UTFPR,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Myriam+Regattieri+De+Biase+da+Silva+Delgado,,01/03/2024,31/07/2027,Em folha de pagamento
Nabor das Chagas Mendonça,Indefinido,UNIFOR,CE,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nabor+das+Chagas+Mendonça,,01/03/2024,31/07/2027,Em folha de pagamento
Nadia Nedjah,Feminino,UERJ,RJ,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nadia+Nedjah,,01/03/2022,31/07/2026,Em folha de pagamento
Nalvo Franco de Almeida Junior,Indefinido,UFMS,MS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nalvo+Franco+de+Almeida+Junior,,01/03/2023,31/07/2026,Em folha de pagamento
Nelson Luis Saldanha da Fonseca,Masculino,UNICAMP,SP,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nelson+Luis+Saldanha+da+Fonseca,,01/08/2025,31/07/2030,Em folha de pagamento
Nelson Maculan Filho,Masculino,UFRJ,RJ,PQ-A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Nelson+Maculan+Filho,,01/08/2025,31/07/2030,Em folha de pagamento
