nome,sexo,instituicao,uf,nivel_bolsa,area_atuacao,ano_conclusao_doutorado,url,google_scholar,vigencia_inicio,vigencia_termino,situacao
Weverton Luis da Costa Cordeiro,Indefinido,UFRGS,RS,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Weverton+Luis+da+Costa+Cordeiro,,01/03/2024,31/07/2027,Em folha de pagamento
William Robson Schwartz,Masculino,UFMG,MG,PQ-1C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=William+Robson+Schwartz,,01/03/2024,31/07/2028,Em folha de pagamento
Wilson Rosa de Oliveira Junior,Masculino,UFRPE,PE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Wilson+Rosa+de+Oliveira+Junior,,01/08/2025,31/07/2028,Em folha de pagamento
Windson Viana de Carvalho,Indefinido,UFC,CE,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Windson+Viana+de+Carvalho,,01/08/2025,31/07/2028,Em folha de pagamento
Wouter Caarls,Masculino,PUC-Rio,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Wouter+Caarls,,01/08/2025,31/07/2028,Suspenso
Yandre Maldonado e Gomes da Costa,Indefinido,UEM,PR,PQ-2,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Yandre+Maldonado+e+Gomes+da+Costa,,01/03/2024,31/07/2027,Em folha de pagamento
Yoshiharu Kohayakawa,Masculino,USP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Yoshiharu+Kohayakawa,,01/03/2024,31/07/2029,Em folha de pagamento
Yoshiko Wakabayashi,Feminino,USP,SP,PQ-1A,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Yoshiko+Wakabayashi,,01/03/2022,31/07/2027,Em folha de pagamento
Yuri Abitbol de Menezes Frota,Masculino,UFF,RJ,PQ-C,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Yuri+Abitbol+de+Menezes+Frota,,01/08/2025,31/07/2028,Em folha de pagamento
Zanoni Dias,Indefinido,UNICAMP,SP,PQ-1D,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Zanoni+Dias,,01/03/2023,31/07/2027,Em folha de pagamento
Zhao Liang,Indefinido,USP,SP,PQ-1B,Ciencia da Computacao,,https://buscatextual.cnpq.br/buscatextual/busca.do?metodo=apresentar&termo=Zhao+Liang,,01/03/2024,31/07/2028,Em folha de pagamento
